# model=B23TFCUCCMFGMLiteModel tfcu=ccm_tfcu_unravel lora_rank=32 input_size=512 num_clips=2 num_frames=4
# loss=0.9*bce + 0.08*boundary + 0.02*temporal_consistency aux=
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=1 lr=0.0001 params_total=312018924 params_trainable=7884989
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_bce_loss,train_boundary_loss,train_temporal_consistency_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean
771,2.1273348e-06,0.032587724,0.032587724,0,0.031346801,0.049748099,0.01978777,,,,,,,,,,,,,0.0010409794,0.28276064,0.38003851,0.33720085,0.25,0.81320514,0.89150083,0.90055425,0.8844668,0.9887382,,,,,,,,,,,,,,,,,,,,,,,
772,2.1178981e-06,0.039246621,0.039246621,0,0.037720258,0.060631744,0.022392476,,,,,,,,,,,,,0.0010409825,0.28206654,0.38294859,0.33498486,0.25,0.80121888,0.88562355,0.90003103,0.87326145,0.98568316,,,,,,,,,,,,,,,,,,,,,,,
773,2.1084954e-06,0.037044356,0.037044356,0,0.036199632,0.050454971,0.021414514,,,,,,,,,,,,,0.0010409802,0.29053022,0.3764266,0.33304319,0.25,0.79414147,0.8810168,0.89664143,0.86891997,0.9865805,,,,,,,,,,,,,,,,,,,,,,,
774,2.0991269e-06,0.039143177,0.039143177,0,0.038346891,0.052189981,0.022788886,,,,,,,,,,,,,0.0010409885,0.29602735,0.38381973,0.32015292,0.25,0.81922377,0.89834592,0.90411438,0.89387032,0.9857529,,,,,,,,,,,,,,,,,,,,,,,
775,2.0897927e-06,0.044735679,0.044735679,0,0.044163005,0.055873788,0.025953659,,,,,,,,,,,,,0.0010410022,0.29293703,0.3926414,0.31442157,0.25,0.80312428,0.88725318,0.90333063,0.87335936,0.983448,,,,,,,,,,,,,,,,,,,,,,,
776,2.0804928e-06,0.029705952,0.029705952,0,0.028538202,0.045865954,0.017614706,,,,,,,,,,,,,0.001040991,0.30140645,0.37501822,0.32357533,0.25,0.81105685,0.89253342,0.89671969,0.88986352,0.98999867,,,,,,,,,,,,,,,,,,,,,,,
777,2.0712273e-06,0.035033061,0.035033061,0,0.033701229,0.053469778,0.021218701,,,,,,,,,,,,,0.0010409928,0.29838924,0.38278394,0.31882681,0.25,0.79623214,0.87034134,0.90213128,0.85816769,0.98753667,,,,,,,,,,,,,,,,,,,,,,,
778,2.0619963e-06,0.04362746,0.04362746,0,0.042841537,0.056951177,0.025699207,,,,,,,,,,,,,0.0010409985,0.30063625,0.36904856,0.33031519,0.25,0.78096317,0.86799328,0.87225169,0.8654134,0.98367912,,,,,,,,,,,,,,,,,,,,,,,
779,2.0528e-06,0.038865309,0.038865309,0,0.038150574,0.051503469,0.020475789,,,,,,,,,,,,,0.0010410088,0.30441819,0.37442422,0.32115759,0.25,0.79198973,0.88043701,0.88633876,0.87573015,0.98523655,0.049271074,0.72501391,0.8252561,0.81941045,0.87038085,0.98454438,,,,,,,,,,,,,0.0010410153,0.29585186,0.38561813,0.31853001,0.25
780,2.0436384e-06,0.036724182,0.036724182,0,0.035392035,0.055377056,0.022059355,,,,,,,,,,,,,0.0010410163,0.28865718,0.40348672,0.30785611,0.25,0.78897347,0.87807162,0.89276985,0.86565956,0.98671675,,,,,,,,,,,,,,,,,,,,,,,
781,2.0345116e-06,0.038295882,0.038295882,0,0.03744743,0.051563373,0.023406284,,,,,,,,,,,,,0.0010410107,0.30630841,0.36748899,0.3262026,0.25,0.80645222,0.88761104,0.89760593,0.87942009,0.98590024,,,,,,,,,,,,,,,,,,,,,,,
782,2.0254197e-06,0.036727871,0.036727871,0,0.035760122,0.051197091,0.022399713,,,,,,,,,,,,,0.0010410063,0.31211057,0.36639435,0.32149508,0.25,0.78534834,0.87311223,0.88388076,0.86425218,0.98652205,,,,,,,,,,,,,,,,,,,,,,,
783,2.0163628e-06,0.038801424,0.038801424,0,0.037839733,0.053311568,0.02403694,,,,,,,,,,,,,0.0010410058,0.29456452,0.38566791,0.31976757,0.25,0.78352513,0.86996319,0.87939834,0.86429846,0.98576229,,,,,,,,,,,,,,,,,,,,,,,
784,2.0073409e-06,0.038654334,0.038654334,0,0.037707001,0.052933383,0.024168143,,,,,,,,,,,,,0.0010410033,0.30254611,0.38355628,0.31389763,0.25,0.7891927,0.87035756,0.88632468,0.86214769,0.98558656,,,,,,,,,,,,,,,,,,,,,,,
785,1.9983542e-06,0.034410542,0.034410542,0,0.033209063,0.051285874,0.020975835,,,,,,,,,,,,,0.0010410113,0.3001403,0.38234331,0.31751639,0.25,0.81583664,0.89126741,0.90441401,0.88484849,0.98795034,,,,,,,,,,,,,,,,,,,,,,,
786,1.9894028e-06,0.034980422,0.034980422,0,0.034318456,0.046386299,0.019145448,,,,,,,,,,,,,0.0010410202,0.29737637,0.37461441,0.32800922,0.25,0.80368082,0.88059517,0.90085176,0.86824869,0.98757467,,,,,,,,,,,,,,,,,,,,,,,
787,1.9804868e-06,0.034732944,0.034732944,0,0.033607328,0.050862863,0.020865994,,,,,,,,,,,,,0.0010410266,0.30482825,0.38315208,0.31201966,0.25,0.82527099,0.89938002,0.91301301,0.889245,0.98770604,,,,,,,,,,,,,,,,,,,,,,,
788,1.9716062e-06,0.035267058,0.035267058,0,0.033983736,0.053269712,0.021006019,,,,,,,,,,,,,0.0010410291,0.30697965,0.38236724,0.31065311,0.25,0.80428562,0.88499238,0.89671325,0.87688127,0.98734954,,,,,,,,,,,,,,,,,,,,,,,
789,1.9627611e-06,0.040139861,0.040139861,0,0.038612242,0.0615079,0.023410596,,,,,,,,,,,,,0.0010410338,0.29606616,0.40162318,0.30231066,0.25,0.80893914,0.89046416,0.90274074,0.88052505,0.9850908,0.047644011,0.73861876,0.83488798,0.83196296,0.87174738,0.9854501,,,,,,,,,,,,,0.0010410359,0.29605182,0.38606831,0.31787986,0.25
790,1.9539516e-06,0.039224359,0.039224359,0,0.037824705,0.059103031,0.022694181,,,,,,,,,,,,,0.0010410365,0.30990651,0.37467199,0.3154215,0.25,0.82127289,0.89759132,0.90885315,0.88953122,0.98574834,,,,,,,,,,,,,,,,,,,,,,,
791,1.9451779e-06,0.037587061,0.037587061,0,0.036296623,0.05596774,0.022134078,,,,,,,,,,,,,0.0010410347,0.28782826,0.38424835,0.32792338,0.25,0.79519188,0.87500443,0.88427618,0.86984778,0.98642899,,,,,,,,,,,,,,,,,,,,,,,
792,1.9364399e-06,0.038062841,0.038062841,0,0.03654064,0.058718735,0.02393838,,,,,,,,,,,,,0.0010410343,0.29280364,0.36821197,0.3389844,0.25,0.79065276,0.87606238,0.88902258,0.86732153,0.98630617,,,,,,,,,,,,,,,,,,,,,,,
793,1.9277378e-06,0.037293279,0.037293279,0,0.036091515,0.054750217,0.021544916,,,,,,,,,,,,,0.0010410341,0.32152362,0.37414351,0.30433287,0.25,0.8259212,0.90258651,0.91052292,0.89584045,0.98707315,,,,,,,,,,,,,,,,,,,,,,,
794,1.9190717e-06,0.031177885,0.031177885,0,0.029620731,0.052063918,0.017705689,,,,,,,,,,,,,0.0010410418,0.29359408,0.38418678,0.32221914,0.25,0.82550961,0.90026032,0.9017482,0.89960869,0.98915378,,,,,,,,,,,,,,,,,,,,,,,
795,1.9104417e-06,0.03328549,0.03328549,0,0.03189775,0.052626979,0.01836785,,,,,,,,,,,,,0.0010410454,0.30342382,0.37237184,0.32420434,0.25,0.83527018,0.90769611,0.91677157,0.89945051,0.98816884,,,,,,,,,,,,,,,,,,,,,,,
796,1.9018478e-06,0.03423769,0.03423769,0,0.033011874,0.051210923,0.021506518,,,,,,,,,,,,,0.0010410442,0.29231454,0.36671015,0.34097532,0.25,0.81283471,0.89331152,0.89883103,0.88965479,0.98769991,,,,,,,,,,,,,,,,,,,,,,,
797,1.8932901e-06,0.035301837,0.035301837,0,0.033946772,0.054522557,0.019396913,,,,,,,,,,,,,0.001041046,0.29756954,0.37457177,0.32785868,0.25,0.82441635,0.9004078,0.90759307,0.89477186,0.9873397,,,,,,,,,,,,,,,,,,,,,,,
798,1.8847688e-06,0.040017406,0.040017406,0,0.038848563,0.057109404,0.024247413,,,,,,,,,,,,,0.0010410466,0.28099174,0.38560151,0.33340675,0.25,0.81421485,0.89475361,0.90578596,0.88535574,0.98507363,,,,,,,,,,,,,,,,,,,,,,,
799,1.8762838e-06,0.034322481,0.034322481,0,0.032858054,0.053813424,0.022257947,,,,,,,,,,,,,0.0010410493,0.29131383,0.38324854,0.32543763,0.25,0.82259147,0.89827866,0.9104473,0.88846319,0.98776015,0.050278742,0.72323162,0.82476996,0.83029733,0.85774046,0.98414921,,,,,,,,,,,,,0.0010410498,0.29412894,0.38578007,0.32009098,0.25
800,1.8678354e-06,0.036359099,0.036359099,0,0.034781742,0.057672624,0.022086096,,,,,,,,,,,,,0.0010410514,0.29731922,0.38083338,0.3218474,0.25,0.78991175,0.86558009,0.87522752,0.85787417,0.98689656,,,,,,,,,,,,,,,,,,,,,,,
801,1.8594235e-06,0.033930774,0.033930774,0,0.032637317,0.051803139,0.020646958,,,,,,,,,,,,,0.0010410509,0.30085936,0.38274174,0.3163989,0.25,0.84116264,0.91172679,0.91341749,0.91063004,0.98769741,,,,,,,,,,,,,,,,,,,,,,,
802,1.8510483e-06,0.036497941,0.036497941,0,0.035162446,0.055368683,0.021112326,,,,,,,,,,,,,0.0010410498,0.29218492,0.39003185,0.31778323,0.25,0.81824874,0.89685381,0.90570292,0.88942548,0.98675809,,,,,,,,,,,,,,,,,,,,,,,
803,1.8427099e-06,0.03656249,0.03656249,0,0.035373124,0.053759238,0.021297015,,,,,,,,,,,,,0.0010410541,0.29901458,0.36228378,0.33870165,0.25,0.81825979,0.89561208,0.91160174,0.88260461,0.9869065,,,,,,,,,,,,,,,,,,,,,,,
804,1.8344082e-06,0.035411357,0.035411357,0,0.034075516,0.053872436,0.021679897,,,,,,,,,,,,,0.0010410584,0.28989781,0.37621898,0.33388319,0.25,0.8209317,0.89942157,0.89974859,0.89982864,0.98719155,,,,,,,,,,,,,,,,,,,,,,,
805,1.8261435e-06,0.03689481,0.03689481,0,0.035877654,0.052438012,0.020494074,,,,,,,,,,,,,0.0010410635,0.29371837,0.38077492,0.32550672,0.25,0.81068686,0.89108827,0.89678465,0.88703037,0.98647825,,,,,,,,,,,,,,,,,,,,,,,
806,1.8179158e-06,0.033890748,0.033890748,0,0.032721856,0.050148582,0.021459616,,,,,,,,,,,,,0.0010410692,0.29668587,0.37944906,0.32386507,0.25,0.81774232,0.89535567,0.90385661,0.88921995,0.98797805,,,,,,,,,,,,,,,,,,,,,,,
807,1.8097251e-06,0.034794198,0.034794198,0,0.033838974,0.048847026,0.021568,,,,,,,,,,,,,0.0010410668,0.2908928,0.37908426,0.33002295,0.25,0.79618544,0.8816868,0.89946966,0.86747231,0.98738956,,,,,,,,,,,,,,,,,,,,,,,
808,1.8015716e-06,0.031543938,0.031543938,0,0.030267366,0.048790608,0.020003062,,,,,,,,,,,,,0.0010410692,0.29683923,0.38030869,0.32285208,0.25,0.82731946,0.90037367,0.90867161,0.89318411,0.98881785,,,,,,,,,,,,,,,,,,,,,,,
809,1.7934554e-06,0.036939096,0.036939096,0,0.035831395,0.05344588,0.020758543,,,,,,,,,,,,,0.0010410626,0.31210259,0.3609369,0.32696051,0.25,0.80062847,0.88360768,0.89923939,0.87097811,0.98656611,0.048305157,0.72973635,0.82941595,0.83435644,0.85801014,0.98474713,,,,,,,,,,,,,0.0010410631,0.29416974,0.38596277,0.31986749,0.25
810,1.7853765e-06,0.035482052,0.035482052,0,0.03429324,0.052891239,0.019341907,,,,,,,,,,,,,0.0010410688,0.29466394,0.3707147,0.33462136,0.25,0.80495114,0.8855564,0.90050995,0.87610307,0.98783296,,,,,,,,,,,,,,,,,,,,,,,
811,1.7773349e-06,0.032568777,0.032568777,0,0.031240898,0.050885402,0.019056877,,,,,,,,,,,,,0.0010410753,0.29560473,0.38516015,0.31923512,0.25,0.82845828,0.90386764,0.91106065,0.89804471,0.98850212,,,,,,,,,,,,,,,,,,,,,,,
812,1.7693309e-06,0.039110179,0.039110179,0,0.038138448,0.054067038,0.02301071,,,,,,,,,,,,,0.0010410782,0.29748216,0.37816018,0.32435766,0.25,0.78927786,0.87629702,0.89161828,0.86298586,0.98546325,,,,,,,,,,,,,,,,,,,,,,,
813,1.7613645e-06,0.03183365,0.03183365,0,0.03088748,0.045641552,0.019179729,,,,,,,,,,,,,0.0010410719,0.29460002,0.39368082,0.31171915,0.25,0.81166251,0.89204785,0.90212915,0.88512922,0.9887725,,,,,,,,,,,,,,,,,,,,,,,
814,1.7534357e-06,0.032046542,0.032046542,0,0.030890697,0.04825944,0.019208053,,,,,,,,,,,,,0.0010410635,0.29161808,0.37848066,0.32990126,0.25,0.82639537,0.9020527,0.90846166,0.89706421,0.98840672,,,,,,,,,,,,,,,,,,,,,,,
815,1.7455446e-06,0.036836426,0.036836426,0,0.035445313,0.056005585,0.022759897,,,,,,,,,,,,,0.0010410609,0.29759793,0.38011329,0.32228879,0.25,0.80231778,0.88386476,0.89603346,0.87506466,0.98646887,,,,,,,,,,,,,,,,,,,,,,,
816,1.7376913e-06,0.033743642,0.033743642,0,0.032582594,0.050384213,0.019428573,,,,,,,,,,,,,0.0010410611,0.30594607,0.37013259,0.32392134,0.25,0.82294618,0.89684123,0.90981432,0.88783394,0.98773289,,,,,,,,,,,,,,,,,,,,,,,
817,1.7298759e-06,0.040869776,0.040869776,0,0.039932014,0.055791496,0.023382236,,,,,,,,,,,,,0.0010410666,0.30288746,0.39414045,0.30297209,0.25,0.82927657,0.9025941,0.90572699,0.90026342,0.98542295,,,,,,,,,,,,,,,,,,,,,,,
818,1.7220985e-06,0.040144916,0.040144916,0,0.038579054,0.061797837,0.023997086,,,,,,,,,,,,,0.0010410723,0.3067688,0.37143841,0.32179279,0.25,0.80724052,0.88620784,0.90433215,0.87358358,0.98514798,,,,,,,,,,,,,,,,,,,,,,,
819,1.7143591e-06,0.037768101,0.037768101,0,0.036482411,0.056005918,0.022672916,,,,,,,,,,,,,0.0010410818,0.29776244,0.37120292,0.33103464,0.25,0.77873255,0.86020597,0.86811471,0.85440107,0.9862552,0.051818785,0.71973438,0.82058234,0.81787403,0.86685911,0.98396439,,,,,,,,,,,,,0.0010410859,0.29340861,0.38589244,0.32069895,0.25
820,1.7066578e-06,0.039900057,0.039900057,0,0.038878672,0.055743979,0.022486721,,,,,,,,,,,,,0.0010410871,0.31491397,0.3579027,0.32718333,0.25,0.78460794,0.87080208,0.8918552,0.85953121,0.98493115,,,,,,,,,,,,,,,,,,,,,,,
821,1.6989948e-06,0.034721636,0.034721636,0,0.03364252,0.050460533,0.020326326,,,,,,,,,,,,,0.0010410887,0.30748683,0.36085336,0.33165981,0.25,0.80470257,0.88705284,0.89608488,0.87959903,0.98737062,,,,,,,,,,,,,,,,,,,,,,,
822,1.69137e-06,0.037947159,0.037947159,0,0.036673317,0.055851616,0.023652237,,,,,,,,,,,,,0.001041076,0.29824526,0.36676706,0.33498767,0.25,0.81255803,0.8933324,0.90221686,0.88597338,0.98591555,,,,,,,,,,,,,,,,,,,,,,,
823,1.6837836e-06,0.034420385,0.034420385,0,0.033159359,0.052204682,0.020029389,,,,,,,,,,,,,0.0010410767,0.29884954,0.37114298,0.33000748,0.25,0.82105389,0.89991516,0.90491931,0.89598649,0.98736124,,,,,,,,,,,,,,,,,,,,,,,
824,1.6762356e-06,0.035592499,0.035592499,0,0.034274629,0.054205211,0.020445859,,,,,,,,,,,,,0.0010410824,0.28612628,0.38974004,0.32413368,0.25,0.8050395,0.88673856,0.90362499,0.87534267,0.98694657,,,,,,,,,,,,,,,,,,,,,,,
825,1.6687261e-06,0.036428788,0.036428788,0,0.03511882,0.054730508,0.022170484,,,,,,,,,,,,,0.0010410895,0.29176725,0.38254209,0.32569066,0.25,0.82071706,0.89850656,0.9038478,0.89415806,0.98676375,,,,,,,,,,,,,,,,,,,,,,,
826,1.6612552e-06,0.038831376,0.038831376,0,0.037565679,0.056903498,0.023499318,,,,,,,,,,,,,0.001041097,0.29084129,0.38217374,0.32698497,0.25,0.81550316,0.89511665,0.90539079,0.88673392,0.98564175,,,,,,,,,,,,,,,,,,,,,,,
827,1.6538229e-06,0.036240957,0.036240957,0,0.034917853,0.054808347,0.02151114,,,,,,,,,,,,,0.001041102,0.26727657,0.39936216,0.33336127,0.25,0.805829,0.88845518,0.89884736,0.88061267,0.98680708,,,,,,,,,,,,,,,,,,,,,,,
828,1.6464294e-06,0.041231578,0.041231578,0,0.039897294,0.060614877,0.023741222,,,,,,,,,,,,,0.0010411006,0.29566965,0.39595891,0.30837144,0.25,0.77259282,0.8655837,0.8859558,0.85142288,0.98460491,,,,,,,,,,,,,,,,,,,,,,,
829,1.6390746e-06,0.035512692,0.035512692,0,0.034448482,0.051018158,0.021380314,,,,,,,,,,,,,0.0010411027,0.29702438,0.36992282,0.33305281,0.25,0.7973894,0.88260264,0.88865485,0.87752809,0.98730764,0.051381729,0.72224503,0.82209462,0.81939647,0.86710381,0.98413364,,,,,,,,,,,,,0.0010411086,0.29353254,0.3852318,0.32123567,0.25
830,1.6317588e-06,0.042425311,0.042425311,0,0.041728746,0.05463737,0.024922545,,,,,,,,,,,,,0.0010411104,0.3088927,0.36390648,0.32720083,0.25,0.7699959,0.86275855,0.87020406,0.85930532,0.98394022,,,,,,,,,,,,,,,,,,,,,,,
831,1.6244819e-06,0.03961599,0.03961599,0,0.038547901,0.055879514,0.022625958,,,,,,,,,,,,,0.0010411119,0.30290376,0.36486769,0.33222855,0.25,0.80263494,0.8867989,0.90391081,0.87344843,0.98547913,,,,,,,,,,,,,,,,,,,,,,,
832,1.617244e-06,0.039592705,0.039592705,0,0.038582859,0.055241074,0.022442354,,,,,,,,,,,,,0.0010411141,0.28302521,0.36852379,0.348451,0.25,0.80018316,0.88330302,0.89619339,0.87421485,0.98516636,,,,,,,,,,,,,,,,,,,,,,,
833,1.6100453e-06,0.034832411,0.034832411,0,0.033912683,0.048735133,0.020609314,,,,,,,,,,,,,0.0010411172,0.31320364,0.36726424,0.31953213,0.25,0.80023936,0.88288228,0.90524253,0.8648108,0.98830883,,,,,,,,,,,,,,,,,,,,,,,
834,1.6028857e-06,0.032291654,0.032291654,0,0.031321959,0.046215783,0.02023141,,,,,,,,,,,,,0.0010411175,0.29337148,0.37492292,0.33170559,0.25,0.80554112,0.88568778,0.89337982,0.87911083,0.98861718,,,,,,,,,,,,,,,,,,,,,,,
835,1.5957653e-06,0.043461521,0.043461521,0,0.04293097,0.053923706,0.025487605,,,,,,,,,,,,,0.0010411205,0.29506529,0.38247843,0.32245628,0.25,0.79402471,0.87905719,0.89599689,0.86432568,0.98390443,,,,,,,,,,,,,,,,,,,,,,,
836,1.5886843e-06,0.040059563,0.040059563,0,0.038626037,0.059650179,0.026205794,,,,,,,,,,,,,0.00104112,0.30906591,0.35841689,0.3325172,0.25,0.79076173,0.8762022,0.8951287,0.86450676,0.98516652,,,,,,,,,,,,,,,,,,,,,,,
837,1.5816427e-06,0.030279293,0.030279293,0,0.028923598,0.048568856,0.018127342,,,,,,,,,,,,,0.0010411271,0.28729735,0.38625982,0.32644283,0.25,0.79380888,0.87061211,0.89248266,0.85436432,0.9894886,,,,,,,,,,,,,,,,,,,,,,,
838,1.5746405e-06,0.038315121,0.038315121,0,0.03667412,0.060405113,0.023800302,,,,,,,,,,,,,0.0010411244,0.30023836,0.36472243,0.3350392,0.25,0.82569588,0.90037962,0.90572959,0.89735341,0.98578753,,,,,,,,,,,,,,,,,,,,,,,
839,1.5676778e-06,0.028958992,0.028958992,0,0.027423881,0.049290612,0.016712543,,,,,,,,,,,,,0.0010411194,0.30098308,0.36951788,0.32949904,0.25,0.8465385,0.9149434,0.92458597,0.90652657,0.99018129,0.052837963,0.70421711,0.8133781,0.85170901,0.81372709,0.98167183,,,,,,,,,,,,,0.0010411177,0.29499101,0.38671972,0.31828927,0.25
840,1.5607547e-06,0.032936972,0.032936972,0,0.031929507,0.047547019,0.019832709,,,,,,,,,,,,,0.0010411164,0.2778139,0.38818274,0.33400337,0.25,0.83000263,0.90442989,0.90794478,0.90313004,0.98828173,,,,,,,,,,,,,,,,,,,,,,,
841,1.5538713e-06,0.040096047,0.040096047,0,0.038991855,0.056529714,0.024050116,,,,,,,,,,,,,0.0010411132,0.29020256,0.38946739,0.32033005,0.25,0.80867051,0.889815,0.90704217,0.87594735,0.98555366,,,,,,,,,,,,,,,,,,,,,,,
842,1.5470277e-06,0.037663714,0.037663714,0,0.036727138,0.052221019,0.021580494,,,,,,,,,,,,,0.001041116,0.30730239,0.36172224,0.33097538,0.25,0.81855217,0.89723131,0.90805076,0.88790342,0.9864254,,,,,,,,,,,,,,,,,,,,,,,
843,1.5402238e-06,0.034867474,0.034867474,0,0.033690402,0.051472012,0.021417564,,,,,,,,,,,,,0.0010411222,0.2963072,0.36686204,0.33683077,0.25,0.79205042,0.87637243,0.89554708,0.86332315,0.98743711,,,,,,,,,,,,,,,,,,,,,,,
844,1.5334599e-06,0.036022384,0.036022384,0,0.035013573,0.050939165,0.021751809,,,,,,,,,,,,,0.0010411251,0.29722569,0.3725141,0.33026021,0.25,0.76949314,0.8550149,0.87808262,0.83876534,0.98694067,,,,,,,,,,,,,,,,,,,,,,,
845,1.5267358e-06,0.036390613,0.036390613,0,0.035022113,0.055472963,0.02164377,,,,,,,,,,,,,0.0010411284,0.28914049,0.38211216,0.32874735,0.25,0.79631061,0.88295507,0.89483615,0.87298886,0.98658346,,,,,,,,,,,,,,,,,,,,,,,
846,1.5200518e-06,0.032881849,0.032881849,0,0.031922731,0.047235671,0.018626914,,,,,,,,,,,,,0.001041135,0.30112151,0.358804,0.3400745,0.25,0.81163648,0.89178405,0.89491924,0.89003958,0.98833496,,,,,,,,,,,,,,,,,,,,,,,
847,1.5134079e-06,0.039775925,0.039775925,0,0.038377492,0.059703783,0.022994076,,,,,,,,,,,,,0.0010411408,0.29823183,0.37471146,0.32705671,0.25,0.80866399,0.89022974,0.90368943,0.87880749,0.98514344,,,,,,,,,,,,,,,,,,,,,,,
848,1.5068041e-06,0.04059456,0.04059456,0,0.039653105,0.055330392,0.024016749,,,,,,,,,,,,,0.0010411463,0.30566221,0.38014699,0.31419079,0.25,0.80296568,0.8872554,0.89713919,0.8790393,0.9853089,,,,,,,,,,,,,,,,,,,,,,,
849,1.5002405e-06,0.037778401,0.037778401,0,0.03665724,0.054181957,0.022616469,,,,,,,,,,,,,0.0010411503,0.31394836,0.36125495,0.32479669,0.25,0.80635129,0.88892918,0.89498741,0.88417362,0.98579892,0.050321459,0.73096959,0.8272143,0.80097722,0.89867234,0.98494239,,,,,,,,,,,,,0.0010411497,0.29354898,0.38582953,0.32062148,0.25
850,1.4937172e-06,0.033990709,0.033990709,0,0.032362128,0.05537182,0.021752447,,,,,,,,,,,,,0.0010411492,0.2967536,0.3775393,0.3257071,0.25,0.8027825,0.87574398,0.90588919,0.87147728,0.98776552,,,,,,,,,,,,,,,,,,,,,,,
851,1.4872342e-06,0.036752727,0.036752727,0,0.035790919,0.051283808,0.021909859,,,,,,,,,,,,,0.0010411469,0.2834557,0.3929641,0.32358021,0.25,0.81430769,0.89357651,0.90256606,0.88751269,0.98636928,,,,,,,,,,,,,,,,,,,,,,,
852,1.4807916e-06,0.036515323,0.036515323,0,0.035425651,0.052548377,0.021418384,,,,,,,,,,,,,0.0010411449,0.28638582,0.38384663,0.32976755,0.25,0.79256345,0.87834708,0.89653173,0.864822,0.98655691,,,,,,,,,,,,,,,,,,,,,,,
853,1.4743896e-06,0.034657641,0.034657641,0,0.033160964,0.054677483,0.021928776,,,,,,,,,,,,,0.0010411439,0.2788813,0.38113639,0.33998231,0.25,0.79247232,0.86836561,0.87922981,0.85992696,0.98745146,,,,,,,,,,,,,,,,,,,,,,,
854,1.468028e-06,0.043873611,0.043873611,0,0.042370486,0.064883622,0.027474197,,,,,,,,,,,,,0.0010411437,0.30034928,0.37987218,0.31977854,0.25,0.81913251,0.89654302,0.90748123,0.88769631,0.98351798,,,,,,,,,,,,,,,,,,,,,,,
855,1.4617071e-06,0.037828399,0.037828399,0,0.03700764,0.050861521,0.022630165,,,,,,,,,,,,,0.0010411415,0.28696692,0.38184857,0.33118451,0.25,0.79312663,0.87875141,0.88671497,0.87204099,0.98670429,,,,,,,,,,,,,,,,,,,,,,,
856,1.4554268e-06,0.033681735,0.033681735,0,0.032450524,0.051169344,0.019135824,,,,,,,,,,,,,0.0010411441,0.30929274,0.36393702,0.32677024,0.25,0.8069786,0.85500831,0.86698526,0.84561673,0.98781468,,,,,,,,,,,,,,,,,,,,,,,
857,1.4491872e-06,0.033635826,0.033635826,0,0.032250079,0.052590553,0.020175614,,,,,,,,,,,,,0.0010411501,0.30451881,0.38210756,0.31337363,0.25,0.83028587,0.90425188,0.91263134,0.89752894,0.98791447,,,,,,,,,,,,,,,,,,,,,,,
858,1.4429885e-06,0.037087366,0.037087366,0,0.035498021,0.058925881,0.021253906,,,,,,,,,,,,,0.0010411551,0.30660966,0.37735328,0.31603706,0.25,0.80461279,0.88623205,0.89332999,0.88104939,0.98650633,,,,,,,,,,,,,,,,,,,,,,,
859,1.4368306e-06,0.037012546,0.037012546,0,0.035498844,0.057770646,0.022096821,,,,,,,,,,,,,0.0010411573,0.30879117,0.37271908,0.31848974,0.25,0.80335309,0.88359629,0.89864448,0.87243433,0.98635689,0.049306265,0.73596425,0.83189026,0.81395052,0.88818314,0.9854888,,,,,,,,,,,,,0.0010411597,0.29321586,0.38542138,0.32136276,0.25
860,1.4307136e-06,0.036598955,0.036598955,0,0.035240262,0.055649391,0.021538428,,,,,,,,,,,,,0.0010411596,0.30770715,0.35985881,0.33243404,0.25,0.80894081,0.88365529,0.89844434,0.88157456,0.98679147,,,,,,,,,,,,,,,,,,,,,,,
861,1.4246376e-06,0.034412206,0.034412206,0,0.033405923,0.049246411,0.02035818,,,,,,,,,,,,,0.0010411643,0.28917805,0.36477319,0.34604875,0.25,0.80357603,0.88814242,0.90375059,0.87469293,0.98745756,,,,,,,,,,,,,,,,,,,,,,,
862,1.4186026e-06,0.035383384,0.035383384,0,0.033967099,0.055163148,0.019997206,,,,,,,,,,,,,0.0010411645,0.30659388,0.36997488,0.32343124,0.25,0.81123142,0.8929046,0.89681666,0.89009988,0.98714285,,,,,,,,,,,,,,,,,,,,,,,
863,1.4126087e-06,0.040219763,0.040219763,0,0.039206178,0.055897205,0.023121368,,,,,,,,,,,,,0.0010411647,0.28784541,0.39882955,0.31332504,0.25,0.77687036,0.86774213,0.88032148,0.85998783,0.98503485,,,,,,,,,,,,,,,,,,,,,,,
