epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_temporal_encoder_enabled,train_ttf_enabled,train_ttf_patch_count,train_ttf_temporal_len,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_temporal_encoder_enabled,val_ttf_enabled,val_ttf_patch_count,val_ttf_temporal_len
384,7.1724811e-06,0.091104957,0.091104957,,,,,,,,,,,,,,,,,,,0.019296265,7.352997e-05,0.091104957,0.089546953,,0.018389208,0.1607047,,0.031160103,0.05,0.78647797,0.87494486,0.84771754,0.9071223,0.9847429,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,7.1592156e-06,0.093341774,0.093341774,,,,,,,,,,,,,,,,,,,0.01922404,7.8894095e-05,0.093341774,0.091787388,,0.019552506,0.16402227,,0.031087701,0.05,0.78492164,0.87592728,0.8562366,0.89859022,0.98446126,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,7.1459334e-06,0.098665971,0.098665971,,,,,,,,,,,,,,,,,,,0.019270833,8.0159192e-05,0.098665971,0.097130623,,0.018941722,0.17531952,,0.030706988,0.05,0.78190459,0.87187069,0.84363117,0.90632274,0.98463837,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,7.1326347e-06,0.11065,0.11065,,,,,,,,,,,,,,,,,,,0.01928304,7.4488974e-05,0.11065,0.10916692,,0.021021678,0.19731217,,0.029661395,0.05,0.74683812,0.8438054,0.81928914,0.87392129,0.98469314,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,7.1193195e-06,0.10268688,0.10268688,,,,,,,,,,,,,,,,,,,0.019238281,7.0347364e-05,0.10268688,0.10127416,,0.018294321,0.184254,,0.02825436,0.05,0.76969441,0.85414727,0.82558241,0.90091589,0.98597892,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,7.105988e-06,0.088170482,0.088170482,,,,,,,,,,,,,,,,,,,0.019205729,7.2339288e-05,0.088170482,0.086745297,,0.017430398,0.1560602,,0.028503701,0.05,0.79558539,0.88357109,0.85810961,0.912564,0.98570373,1,1,1024,4,0.10132423,0.10132423,,,,,,,,,,,,,,,,,,,0.019207234,5.4946202e-05,0.10132423,0.099873411,,0.029035917,0.1707109,,0.029016447,0.05,0.77303504,0.86080844,0.86437286,0.87795761,0.98160726,1,1,1024,4
390,7.0926403e-06,0.10155497,0.10155497,,,,,,,,,,,,,,,,,,,0.019206746,6.9018229e-05,0.10155497,0.10010885,,0.017905688,0.182312,,0.028922537,0.05,0.76965389,0.86466238,0.83787952,0.89690666,0.98501154,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,7.0792766e-06,0.095180528,0.095180528,,,,,,,,,,,,,,,,,,,0.019077555,6.7035612e-05,0.095180528,0.09363728,,0.019858485,0.16741607,,0.030864962,0.05,0.78371272,0.8742867,0.84934083,0.90400108,0.98392053,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,7.065897e-06,0.082329907,0.082329907,,,,,,,,,,,,,,,,,,,0.01898702,6.2410112e-05,0.082329907,0.080855497,,0.016152427,0.14555857,,0.029488206,0.05,0.81787108,0.89706224,0.87682936,0.9193266,0.9856754,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,7.0525017e-06,0.090672754,0.090672754,,,,,,,,,,,,,,,,,,,0.018992106,6.1286432e-05,0.090672754,0.089093892,,0.019451793,0.15873599,,0.031577264,0.05,0.80015849,0.88425708,0.86349949,0.90768059,0.9844875,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
